# model=heuristic triples=9188 ents=523 rels=32
# metrics={'mrr': 0.0, 'hits_at_1': 0.0, 'hits_at_5': 0.0, 'hits_at_10': 0.0}
subject	predicate	object	score
disease_1	CAUSES	chemical_50	0.45929785662224826
phenotype_24	PRACTICES	IFNG	0.5732235280626784
leukemia	ASSOCIATED_WITH	chemical_67	0.44191533925622745
chemical_84	different_from	gene_59	0.5477185890572931
phenotype_88	higher_than	arthritis	0.4162057692563739
phenotype_51	USES	disease_80	0.5339257902086535
phenotype_11	different_from	disease_29	0.528046457909752
gene_8	STIMULATES	ibuprofen	0.5186920061409818
chemical_49	higher_than	gene_68	0.6063697036826035
gene_28	compared_with	PSEN2	0.6859831005883547
gene_65	AFFECTS	chemical_9	0.5802700543215821
gene_25	ADMINISTERED_TO	gene_53	0.5755524128320768
metaplasia	PART_OF	phenotype_22	0.7500952481321009
phenotype_24	MANAGES	phenotype_76	0.6121378565430388
disease_50	compared_with	disease_69	0.5023765432113055
chemical_16	ADMINISTERED_TO	phenotype_28	0.49030651119273255
chemical_52	higher_than	anemia	0.5211238020432593
gene_4	METHOD_OF	gene_31	0.6615235760836219
acidosis	METHOD_OF	insulin	0.5434907891983759
chemical_80	same_as	gene_24	0.5779807615560038
disease_66	OCCURS_IN	disease_49	0.37875200773864187
diabetes	EXHIBITS	gene_57	0.6756871532322525
phenotype_44	different_from	aneurysm	0.5805054743031947
disease_71	compared_with	gene_48	0.5417208055063875
tamoxifen	COMPLICATES	chemical_9	0.5111174297957634
chemical_34	OCCURS_IN	chemical_30	0.48367004052552703
gene_76	ASSOCIATED_WITH	disease_22	0.553390749092293
chemical_24	METHOD_OF	MMP9	0.6352940678869006
phenotype_12	INTERACTS_WITH	disease_32	0.5108355171581931
phenotype_88	ASSOCIATED_WITH	chemical_56	0.4747022245021291
phenotype_76	OCCURS_IN	NFKB1	0.680391352000937
disease_68	lower_than	disease_79	0.42102284970109943
chemical_76	ADMINISTERED_TO	phenotype_59	0.6607983144714211
disease_89	COMPLICATES	phenotype_46	0.524232183894124
gene_28	CONVERTS_TO	oxidation	0.5613929366539285
disease_9	INHIBITS	chemical_49	0.5101611183218119
phenotype_66	DIAGNOSES	gene_53	0.6613197028018621
heparin	lower_than	gene_66	0.5259408824879847
ubiquitination	PRACTICES	disease_67	0.5601087739643177
APOE	ADMINISTERED_TO	chemical_64	0.6476835603730604
phenotype_47	higher_than	phosphorylation	0.6391565889285051
chemical_72	higher_than	disease_12	0.5014516708957183
osteoporosis	PRODUCES	Alzheimer disease	0.5279817018635268
chemical_66	ADMINISTERED_TO	phenotype_77	0.6673556915206015
PIK3CA	different_from	SNCA	0.6198497365982767
CD4	METHOD_OF	gene_12	0.7008678383787038
chemical_82	TREATS	gene_9	0.5026006699471219
disease_72	METHOD_OF	disease_4	0.445130133460671
autophagy	lower_than	methotrexate	0.5390556365863453
phenotype_5	OCCURS_IN	caffeine	0.5754733192140516
gene_43	CO-OCCURS_WITH	PIK3CA	0.6702313255229024
chemical_61	same_as	SNCA	0.486177482867479
phenotype_31	ADMINISTERED_TO	gene_55	0.7066999538156834
disease_71	ASSOCIATED_WITH	angiogenesis	0.48781697860048984
CRP	PART_OF	chemical_79	0.5402591825583304
chemical_38	CO-OCCURS_WITH	gene_29	0.5915428009327386
disease_15	different_from	phenotype_42	0.528046457909752
phenotype_8	EXHIBITS	gene_64	0.6494576450355312
gene_13	EXHIBITS	phenotype_30	0.7215887925765148
chemical_52	PART_OF	phenotype_77	0.651734592394396
osteoclastogenesis	OCCURS_IN	disease_33	0.5295716798697894
phenotype_57	USES	gene_8	0.625729068897178
chemical_47	compared_with	gene_5	0.5941798218998301
aneurysm	USES	phenotype_69	0.5732700525037354
chemical_39	METHOD_OF	disease_18	0.4713596416573923
disease_60	METHOD_OF	phenotype_46	0.5566055432967365
platelet aggregation	DIAGNOSES	disease_56	0.5957459323100588
chemical_21	compared_with	gene_15	0.5154912973096661
sclerosis	PRODUCES	asthma	0.5017521936668055
phenotype_89	OCCURS_IN	chemical_47	0.6082602044599534
acetylcholine	INHIBITS	resveratrol	0.4904889871742709
chemical_26	PART_OF	phenotype_82	0.5337018055091501
AKT1	PREVENTS	fibrosis	0.7130805162919793
chemical_17	ADMINISTERED_TO	anaplasia	0.5099786423402736
gene_40	PRACTICES	aspirin	0.625682544456121
gene_33	lower_than	disease_4	0.47348186609454207
chemical_15	CAUSES	chemical_53	0.3806093320320843
vitamin E	PART_OF	calcification	0.6255050841976747
chemical_24	METHOD_OF	simvastatin	0.49103177280493326
chemical_67	higher_than	gene_13	0.6129270807317838
gene_30	DISRUPTS	disease_81	0.6549661990344415
phenotype_30	TREATS	glutamate	0.5681744404389253
disease_14	INTERACTS_WITH	chemical_16	0.4387043696172095
fish oil	TREATS	chemical_75	0.4960432928979417
phenotype_62	CAUSES	phenotype_67	0.5248716271140516
MGST1	different_from	phenotype_3	0.6395218677458177
gene_29	ADMINISTERED_TO	bronchitis	0.5952245439796178
chemical_72	PART_OF	gene_57	0.671406723541937
gene_68	higher_than	gene_44	0.7047303594203084
phenotype_31	CONVERTS_TO	disease_2	0.6335240841949121
resveratrol	AFFECTS	thrombosis	0.4753520215346967
hypoxia	PRODUCES	disease_76	0.5410964559618874
chemical_81	INHIBITS	disease_35	0.44458734783000864
adipogenesis	TREATS	gene_8	0.5944039486356466
gene_61	different_from	IL1B	0.665751375942539
phenotype_50	COMPLICATES	fibrosis	0.8127567740580584
lisinopril	PRACTICES	disease_70	0.46174811822661277
chemical_79	CO-OCCURS_WITH	disease_55	0.5194116533917549
curcumin	compared_with	phenotype_58	0.5351634284572071
sepsis	PART_OF	adipogenesis	0.5730460678042321
nephritis	lower_than	phenotype_17	0.5062687513404437
hypertrophy	DIAGNOSES	disease_65	0.5498442929657965
norepinephrine	MEASURES	trastuzumab	0.5257442467491422
quercetin	CO-OCCURS_WITH	chemical_66	0.5128542763425746
neuropathy	OCCURS_IN	gene_65	0.6935061060992975
LRRK2	PROCESS_OF	mTOR	0.6039900043987663
gene_53	compared_with	chemical_78	0.5417208055063875
Alzheimer disease	LOCATION_OF	IL6	0.6335249797369427
gene_70	different_from	gene_23	0.5805054743031947
gene_40	AFFECTS	gene_32	0.5933848084199427
disease_89	INHIBITS	dysplasia	0.5167184953709922
gene_32	ASSOCIATED_WITH	phenotype_7	0.6451940277808177
phenotype_80	PRODUCES	phenotype_79	0.5542112100602481
gene_11	PREVENTS	chemical_45	0.4835723195706678
vitamin C	PROCESS_OF	phenotype_68	0.49251459456270064
chemical_20	TREATS	disease_23	0.37801050601269576
hypoxia	ASSOCIATED_WITH	Raynaud phenomenon	0.5861776343381947
chemical_6	OCCURS_IN	chemical_74	0.4771126634763468
gene_78	PROCESS_OF	cortisol	0.6105473814479466
eczema	compared_with	chemical_12	0.5482781825555678
chemical_12	AFFECTS	quercetin	0.47535202153469663
phenotype_23	PART_OF	gene_75	0.5468165596075107
sarcoma	COMPLICATES	DNA damage	0.727510872418714
phenotype_37	PROCESS_OF	embolism	0.5253014798086023
phenotype_42	CONVERTS_TO	carcinoma	0.6007371989490103
disease_28	compared_with	gene_40	0.5679503137031088
disease_70	AFFECTS	chemical_0	0.4097782510428934
disease_17	ADMINISTERED_TO	chemical_36	0.5362081505369949
chemical_37	DISRUPTS	chemical_82	0.504146526903294
gastritis	PROCESS_OF	phenotype_37	0.5646457421036842
phenotype_56	CONVERTS_TO	pantoprazole	0.5810650678014694
disease_77	STIMULATES	gene_83	0.5383641372885226
disease_35	compared_with	chemical_22	0.45647490386704315
chemical_67	ADMINISTERED_TO	chemical_60	0.5886671669304374
disease_34	ADMINISTERED_TO	atorvastatin	0.4837491341435522
gene_78	COMPLICATES	digoxin	0.6160354625826485
asthma	PREVENTS	gene_37	0.6016051064559138
fibromyalgia	CAUSES	phenotype_60	0.5051994959665106
lisinopril	CONVERTS_TO	chemical_1	0.5089339202604859
osteoblastogenesis	MEASURES	disease_3	0.5126294926507815
disease_16	DIAGNOSES	disease_88	0.5367295388674359
warfarin	PREVENTS	phenotype_92	0.4770149425214875
phenotype_43	lower_than	phenotype_24	0.5915146529797879
STAT3	METHOD_OF	chemical_10	0.5369334121491955
disease_15	DISRUPTS	gene_15	0.504146526903294
gene_23	lower_than	phenotype_71	0.5259408824879848
phenotype_24	DIAGNOSES	clopidogrel	0.5367295388674359
warfarin	OCCURS_IN	disease_23	0.42465364708290415
chemical_22	STIMULATES	catechin	0.46623298974753896
sclerosis	STIMULATES	disease_41	0.48590512089508
phenotype_0	DIAGNOSES	disease_14	0.5564016700149768
GSTP1	PROCESS_OF	APOE	0.7351375453823729
myogenesis	EXHIBITS	gene_66	0.5510969892978262
gene_23	lower_than	vitamin C	0.4341376037994601
VEGFA	PROCESS_OF	phenotype_71	0.577760496202045
fibrosis	USES	osteoclastogenesis	0.7634339869299649
leukemia	DIAGNOSES	phenotype_5	0.5695164241133375
BRCA1	INTERACTS_WITH	phenotype_19	0.5632945335516357
TNF	STIMULATES	gene_42	0.584265776632785
gene_62	INHIBITS	phenotype_41	0.6675381675021398
phenotype_32	higher_than	phenotype_45	0.5670254413875215
chemical_80	PRODUCES	phenotype_49	0.5476538330110677
BDNF	METHOD_OF	sepsis	0.5566055432967366
depression	PROCESS_OF	CXCL8	0.5449736109561433
gene_17	METHOD_OF	phenotype_59	0.7139825924770645
phenotype_38	PROCESS_OF	disease_14	0.5974326273495859
disease_48	DIAGNOSES	cortisol	0.4973852765723539
phenotype_81	CONVERTS_TO	phenotype_33	0.633524084194912
dopamine	INTERACTS_WITH	gene_5	0.5173928942073734
glycosylation	different_from	disease_22	0.567390720204834
vitamin D	DIAGNOSES	digoxin	0.5564016700149769
DNA damage	higher_than	disease_32	0.6063697036826035
gene_78	COMPLICATES	TNF	0.6619371019269109
phenotype_17	ASSOCIATED_WITH	neuropathy	0.553390749092293
gene_41	MEASURES	chemical_24	0.5388590008475029
phenotype_73	CO-OCCURS_WITH	disease_36	0.5325264074901156
phenotype_3	PART_OF	bronchitis	0.6058329530501337
neurogenesis	PRACTICES	acetylation	0.5928956592102194
epilepsy	CAUSES	chemical_30	0.4920847418681499
protein misfolding	DISRUPTS	gene_79	0.6221793137885399
phenotype_52	CO-OCCURS_WITH	gene_68	0.5915428009327385
disease_25	METHOD_OF	metformin	0.4713596416573923
chemical_19	DIAGNOSES	disease_86	0.43181150608055063
chemical_2	INTERACTS_WITH	ACE	0.5108355171581931
gene_61	LOCATION_OF	chemical_67	0.6072954715402212
PTEN	USES	disease_45	0.48146677381521086
glycosylation	CAUSES	anemia	0.511756873015691
disease_47	PRACTICES	BDNF	0.6191251674069407
lymphoma	ASSOCIATED_WITH	phenotype_19	0.4419153392562275
disease_81	ASSOCIATED_WITH	phenotype_51	0.4943743556496701
lipid peroxidation	MEASURES	phenotype_66	0.742137689372093
disease_65	STIMULATES	gene_67	0.5121346290918014
disease_0	METHOD_OF	phenotype_60	0.484474395755753
disease_65	PRODUCES	disease_16	0.5017521936668055
SOD1	DISRUPTS	disease_19	0.5762776744442776
chemical_55	PROCESS_OF	chemical_54	0.44661295521843836
gene_73	MANAGES	phenotype_22	0.6514821188381207
gene_80	higher_than	phenotype_32	0.6194844577809642
caffeic acid	PROCESS_OF	APP	0.5712031191528646
disease_45	PART_OF	disease_14	0.4484559038698059
disease_28	AFFECTS	disease_53	0.42945038219043435
diabetes	compared_with	disease_12	0.5023765432113055
phenotype_49	USES	disease_12	0.5404831672578339
disease_68	PRACTICES	phenotype_77	0.586338282161039
gene_62	lower_than	cardiomyopathy	0.5915146529797879
chemical_4	LOCATION_OF	cirrhosis	0.5089348158025164
disease_9	LOCATION_OF	resveratrol	0.5482790780975983
NRF2	STIMULATES	phenotype_53	0.5908231536819653
chemical_59	AFFECTS	chemical_3	0.4228930051412541
disease_43	compared_with	cirrhosis	0.5089339202604859
chemical_0	LOCATION_OF	phenotype_50	0.6335249797369427
phenotype_53	CO-OCCURS_WITH	MYC	0.6833460796212631
phenotype_40	CO-OCCURS_WITH	gene_33	0.5325264074901156
chemical_59	PART_OF	phenotype_1	0.6386198382960354
phenotype_31	TREATS	gene_8	0.6075187027340073
tamoxifen	INTERACTS_WITH	gene_46	0.44526174666638985
gene_84	compared_with	APOE	0.6400814612440924
hydrochlorothiazide	DISRUPTS	disease_17	0.5500481662475563
disease_45	DISRUPTS	hypertrophy	0.4975891498541136
disease_75	same_as	gene_49	0.584538138605184
chemical_40	DISRUPTS	phenotype_20	0.46480226460821195
disease_0	CAUSES	gene_67	0.4789699877697892
chemical_16	METHOD_OF	chemical_68	0.4385727564114906
chemical_59	different_from	phenotype_23	0.4887021956146701
phenotype_2	lower_than	methylation	0.6177441611765093
phenotype_27	PRACTICES	gene_80	0.6322399215053013
disease_77	same_as	gene_77	0.6173250238510857
Alzheimer disease	PART_OF	gene_19	0.6451772153452157
phenotype_77	different_from	disease_50	0.7050956382376209
phenotype_37	MANAGES	gene_0	0.618695233592219
disease_7	EXHIBITS	gene_63	0.5248674811011049
Parkin	EXHIBITS	angiogenesis	0.6756871532322525
phenotype_90	TREATS	disease_40	0.5681744404389253
CXCL8	EXHIBITS	Raynaud disease	0.5051953499535639
disease_19	USES	chemical_40	0.4617946426676699
gene_37	OCCURS_IN	phenotype_84	0.680391352000937
cyclosporine	lower_than	mTOR	0.5849572759306076
disease_6	METHOD_OF	gene_56	0.5959498055918185
chemical_85	PART_OF	BRCA1	0.5402591825583304
neuropathy	INHIBITS	phenotype_16	0.5691775117644349
chemical_11	LOCATION_OF	APOE	0.5745085862943197
chemical_73	INTERACTS_WITH	gene_16	0.5960814187975374
phenotype_20	COMPLICATES	disease_71	0.48488792159904204
disease_79	higher_than	disease_52	0.4489926545022756
disease_18	different_from	gene_72	0.567390720204834
disease_32	PROCESS_OF	chemical_80	0.49251459456270064
phenotype_3	MANAGES	phenotype_92	0.6645968729364814
gene_21	USES	chemical_51	0.5929421836512764
hydrochlorothiazide	PREVENTS	disease_38	0.4966870736690285
gene_57	COMPLICATES	acidosis	0.6684944789760912
phenotype_81	AFFECTS	chemical_38	0.44912251333797537
phenotype_33	CO-OCCURS_WITH	chemical_27	0.5784280468343779
IL10	DIAGNOSES	osteoporosis	0.5498442929657965
disease_0	INTERACTS_WITH	glutamate	0.44526174666638985
adipogenesis	INTERACTS_WITH	BRCA1	0.6288683040434391
gene_46	compared_with	phenotype_76	0.5220486743588465
lithium	PART_OF	osteoporosis	0.49435754321406816
gene_31	PRACTICES	LRRK2	0.6387972985544816
pantoprazole	CONVERTS_TO	phenotype_64	0.6466388382932727
disease_64	CAUSES	testosterone	0.5183142500648713
MAPK1	compared_with	phenotype_50	0.633524084194912
chemical_85	METHOD_OF	STAT3	0.5893924285426382
gene_4	ASSOCIATED_WITH	oxidative stress	0.5337186179447521
PSEN1	ADMINISTERED_TO	chemical_2	0.5230933964386342
chemical_77	COMPLICATES	phenotype_35	0.504560052746583
phenotype_62	compared_with	chemical_82	0.4761470350145842
phenotype_54	CAUSES	chemical_8	0.4724126107206089
ACE	CAUSES	phenotype_9	0.6232322828517565
phenotype_38	PRODUCES	chemical_11	0.5083095707159857
gene_36	different_from	disease_8	0.5542759661064734
VEGFA	different_from	gene_44	0.6723087529917193
metformin	PROCESS_OF	chemical_9	0.5318588568577827
phenotype_25	MANAGES	phenotype_7	0.658039495887301
phenotype_84	ADMINISTERED_TO	phenotype_34	0.6935851997173227
phenotype_41	PART_OF	phenotype_50	0.6976362317386583
APP	PART_OF	FOXP3	0.6255050841976747
APOE	same_as	phenotype_31	0.7681446959822332
PSEN1	PREVENTS	disease_30	0.5557034671116514
CD8A	COMPLICATES	Alzheimer disease	0.5766912002875666
vitamin D	PROCESS_OF	chemical_42	0.5449736109561433
depression	MANAGES	gene_28	0.5203345778545142
phenotype_14	higher_than	chemical_10	0.6129270807317838
phenotype_33	compared_with	gene_32	0.672868346489994
disease_25	TREATS	chemical_37	0.46981378470122037
gene_77	EXHIBITS	chemical_79	0.5576543663470065
neuropathy	INTERACTS_WITH	disease_73	0.5829666646991767
FOXP3	different_from	CAT	0.5542759661064734
PSEN1	MANAGES	phenotype_59	0.717055889329924
chemical_72	lower_than	phenotype_1	0.670203177569952
gene_49	COMPLICATES	metaplasia	0.7668551347137961
disease_31	PROCESS_OF	gene_60	0.518744102759422
protein misfolding	higher_than	vitamin D	0.5473533102399806
serotonin	MEASURES	chemical_69	0.5650885090442241
disease_23	ASSOCIATED_WITH	phenotype_45	0.45503009335458816
adipogenesis	MANAGES	gene_35	0.6711542499856616
chemical_82	MEASURES	nephritis	0.4470557221589783
gene_15	COMPLICATES	chemical_61	0.5504616920908453
gene_79	INTERACTS_WITH	Raynaud disease	0.5436224024040948
aspirin	CO-OCCURS_WITH	phenotype_29	0.6243296861786402
TDP43	PREVENTS	chemical_71	0.5229165818657499
disease_14	USES	chemical_42	0.5076962820119322
phenotype_19	different_from	chemical_4	0.5411612120081127
phenotype_72	PRACTICES	disease_29	0.5010923805216948
erythropoiesis	DISRUPTS	metoprolol	0.6156219367393595
Parkin	MEASURES	phenotype_36	0.7159081811753718
gene_52	INHIBITS	adipogenesis	0.6347512822562382
disease_24	INTERACTS_WITH	disease_67	0.43214699256802924
disease_38	PRACTICES	chemical_38	0.4814202493741537
sepsis	PRACTICES	phenotype_72	0.5010923805216948
chemical_14	PRACTICES	phenotype_68	0.5338792657675965
disease_8	PROCESS_OF	methylation	0.5515309880053236
disease_39	higher_than	gene_18	0.5211238020432593
Parkin	MANAGES	gene_47	0.6580394958873009
phenotype_91	EXHIBITS	gene_31	0.6494576450355312
DNA damage	PREVENTS	gene_77	0.6737362539968974
gene_54	PART_OF	phenotype_12	0.592718198951773
LRRK2	EXHIBITS	disease_41	0.5642117433961868
hepatitis	CO-OCCURS_WITH	hydrochlorothiazide	0.5259690304409352
chemical_4	INTERACTS_WITH	gene_38	0.5436224024040948
disease_37	CONVERTS_TO	cyclosporine	0.4958191661621252
gene_82	ADMINISTERED_TO	phenotype_12	0.5952245439796178
disease_2	USES	gene_15	0.5667126754545552
CXCL8	ADMINISTERED_TO	apoptosis	0.6935851997173227
gene_9	PRACTICES	chemical_3	0.5404366428167767
phenotype_82	higher_than	acetylcholine	0.5407959331908002
CAT	DIAGNOSES	phenotype_28	0.5564016700149769
Raynaud phenomenon	INTERACTS_WITH	gene_28	0.5436224024040948
disease_5	CAUSES	chemical_72	0.4855273648189696
chemical_49	USES	tamoxifen	0.5273684131594731
phenotype_40	different_from	disease_53	0.5411612120081127
tamoxifen	lower_than	chemical_38	0.4865966201929027
lisinopril	INHIBITS	eczema	0.4904889871742709
phenotype_11	EXHIBITS	gene_82	0.6101133827404491
phenotype_15	INTERACTS_WITH	APP	0.6223109269942587
phenotype_22	PRACTICES	phenotype_61	0.7699448395380882
insulin resistance	PROCESS_OF	vitamin D	0.5712031191528646
gene_38	PRODUCES	chemical_14	0.5279817018635268
metformin	lower_than	phenotype_42	0.5915146529797879
gene_79	lower_than	hepatitis	0.5849572759306076
chemical_73	ASSOCIATED_WITH	quercetin	0.4681448474529488
phenotype_86	METHOD_OF	phenotype_63	0.6680809531328021
chemical_55	METHOD_OF	MYC	0.6156219367393595
disease_41	PROCESS_OF	arthritis	0.47939984046434003
chemical_10	USES	chemical_57	0.42245038037258786
chemical_51	CO-OCCURS_WITH	BRCA2	0.5653132927360173
gene_47	PRODUCES	gene_69	0.5083095707159858
chemical_72	DIAGNOSES	gene_42	0.5957459323100588
phenotype_4	INHIBITS	chemical_1	0.5757348888136152
magnesium	PRODUCES	phenotype_32	0.5607685871094283
thrombosis	TREATS	disease_17	0.4894859158487614
gene_30	PART_OF	chemical_42	0.6779641005911173
gene_57	INHIBITS	phenotype_50	0.7199971838955825
disease_22	same_as	disease_88	0.5583086304084627
phenotype_42	lower_than	chemical_49	0.6046294070781486
disease_89	PRACTICES	methotrexate	0.507649757570875
gene_44	CONVERTS_TO	phenotype_27	0.6794257235391744
sarcoma	higher_than	gene_11	0.6391565889285051
pantoprazole	AFFECTS	chemical_84	0.41633562809207375
dopamine	PART_OF	gene_31	0.6058329530501337
gene_37	CONVERTS_TO	NQO1	0.7187699858342563
hypoxia	ADMINISTERED_TO	chemical_52	0.5821097898812572
phenotype_29	CO-OCCURS_WITH	phenotype_38	0.7030182107688041
aneurysm	COMPLICATES	APP	0.6422649707793698
disease_66	PRODUCES	thrombopoiesis	0.5017521936668055
disease_30	different_from	gene_60	0.5608333431556537
phenotype_0	OCCURS_IN	SOD1	0.6410470897058549
phenotype_40	EXHIBITS	chemical_62	0.4986379729043836
angiogenesis	OCCURS_IN	gene_43	0.5885880733124124
epilepsy	TREATS	SNCA	0.5026006699471219
TP53	PRODUCES	phenotype_10	0.632899734650412
chemical_57	STIMULATES	chemical_36	0.4400034815508177
chemical_6	higher_than	disease_32	0.46866478564981656
omeprazole	PRACTICES	mTOR	0.5404366428167767
gene_30	PRACTICES	gene_52	0.7109284460954653
phenotype_45	ASSOCIATED_WITH	phenotype_17	0.5140464867972111
epilepsy	DIAGNOSES	phenotype_2	0.5760738011625178
metoprolol	compared_with	chemical_68	0.4499175268178629
ACE	ADMINISTERED_TO	gene_12	0.6673556915206014
FOXP3	PROCESS_OF	lisinopril	0.518744102759422
IL10	PRODUCES	colitis	0.5542112100602481
alkalosis	CO-OCCURS_WITH	carcinoma	0.539083784539296
gene_22	AFFECTS	chemical_35	0.4950241526822377
disease_47	higher_than	fish oil	0.5473533102399806
disease_8	MEASURES	chemical_54	0.3945967057655357
chemical_74	ASSOCIATED_WITH	phenotype_92	0.5009317326988504
disease_80	lower_than	chemical_71	0.5062687513404437
phenotype_85	CAUSES	phenotype_79	0.4789699877697892
gene_76	PRACTICES	metformin	0.5732235280626784
chemical_53	LOCATION_OF	chemical_77	0.42368891416317206
phenotype_3	PART_OF	disease_14	0.5992755760009534
disease_37	PRACTICES	aneurysm	0.5010923805216948
eczema	LOCATION_OF	disease_79	0.4958200617041557
chemical_47	METHOD_OF	chemical_35	0.5303760351000153
STAT3	PART_OF	chemical_26	0.5599313137058715
necrosis	ASSOCIATED_WITH	phenotype_38	0.6648661589283585
magnesium	PRODUCES	phenotype_29	0.6132276035028711
hydrochlorothiazide	same_as	phenotype_92	0.584538138605184
phenotype_40	PART_OF	disease_32	0.5074722973124287
gene_82	MANAGES	gene_66	0.6055804794938584
phenotype_10	METHOD_OF	gene_68	0.6943104613295235
PSEN2	PRODUCES	gene_53	0.7050308821913956
gene_40	MANAGES	gene_43	0.63836736473976
gene_71	ASSOCIATED_WITH	gene_68	0.5992923884365553
gene_42	DIAGNOSES	gene_23	0.5564016700149769
chemical_69	INTERACTS_WITH	neurogenesis	0.5501797794532751
disease_44	COMPLICATES	phenotype_22	0.6160354625826485
SOD2	DIAGNOSES	gene_65	0.740008227392026
CAT	PRACTICES	disease_36	0.5207645116692358
chemical_53	STIMULATES	gene_45	0.4727903667967193
gene_12	lower_than	ibuprofen	0.6308589152748698
gene_67	different_from	insulin	0.5477185890572931
disease_23	DIAGNOSES	phenotype_33	0.5891885552608784
phenotype_81	same_as	pantoprazole	0.5124069910642004
disease_36	CO-OCCURS_WITH	oxidation	0.5325264074901156
gene_12	MEASURES	disease_58	0.6044327713393061
disease_28	CAUSES	chemical_13	0.43306834842552694
TDP43	PRODUCES	gene_75	0.5607685871094283
gene_19	AFFECTS	resveratrol	0.560597923174041
chemical_33	different_from	disease_1	0.4559153103687685
caffeine	CO-OCCURS_WITH	phenotype_53	0.5784280468343779
inflammation	METHOD_OF	ACE	0.7336547236246055
chemical_31	EXHIBITS	sclerosis	0.4986379729043836
testosterone	AFFECTS	SOD2	0.5933848084199427
chemical_17	compared_with	gene_63	0.5286060514080269
chemical_71	lower_than	chemical_0	0.5390556365863453
disease_53	lower_than	trastuzumab	0.512826128389624
PIK3CA	ASSOCIATED_WITH	SOD1	0.6648661589283587
chemical_1	same_as	chemical_29	0.4730627287691184
phenotype_15	DISRUPTS	chemical_63	0.5303760351000153
glioma	CAUSES	chemical_80	0.44618310252388765
chemical_4	USES	disease_50	0.5601552984053748
aneurysm	higher_than	gene_62	0.6260418348301445
furosemide	PRODUCES	gene_54	0.47552268547008414
gene_16	higher_than	disease_22	0.6391565889285051
neuropathy	CONVERTS_TO	AKT1	0.6072945759981907
phenotype_58	CAUSES	chemical_82	0.5051994959665106
vitamin D	DIAGNOSES	chemical_66	0.5432869159166162
norepinephrine	DISRUPTS	gene_24	0.6025071826409989
metaplasia	CAUSES	osteoporosis	0.6035601517042155
disease_49	INHIBITS	disease_76	0.41180046258410696
gene_1	TREATS	chemical_62	0.5485023092913843
phenotype_83	PRODUCES	gene_67	0.6656866198963136
disease_30	INHIBITS	chemical_30	0.48393161012509056
phenotype_11	DIAGNOSES	chemical_4	0.5629590470641571
phenotype_41	PRACTICES	phenotype_6	0.6387972985544818
thrombopoiesis	STIMULATES	disease_49	0.4793477438458997
phenotype_74	DISRUPTS	chemical_68	0.5172612810016546
fish oil	same_as	disease_78	0.49929223696583974
disease_79	ASSOCIATED_WITH	catechin	0.4812596015513095
hydrochlorothiazide	DIAGNOSES	disease_48	0.5105000306707146
chemical_32	CAUSES	phenotype_83	0.6494617910484778
chemical_53	CAUSES	disease_0	0.4068388402288056
HMOX1	PRACTICES	gene_4	0.5928956592102194
Raynaud disease	MANAGES	omeprazole	0.44164605326435014
disease_11	ADMINISTERED_TO	disease_31	0.4247327407009292
gene_80	DISRUPTS	alkalosis	0.5959498055918185
gene_61	INHIBITS	atorvastatin	0.5757348888136151
disease_79	compared_with	disease_70	0.4368027727195022
Raynaud phenomenon	CAUSES	norepinephrine	0.5511011353107729
chemical_46	PART_OF	chemical_20	0.4418985268206255
fibrosis	COMPLICATES	chemical_35	0.6816092330744519
phenotype_21	PREVENTS	caffeic acid	0.4770149425214875
phenotype_10	PRODUCES	glycosylation	0.6197849805520513
disease_15	CONVERTS_TO	SOD2	0.5613929366539284
disease_30	CAUSES	phenotype_64	0.6363470369501172
stroke	higher_than	chemical_46	0.5539106872891609
disease_54	DIAGNOSES	disease_77	0.5629590470641571
phenotype_87	DISRUPTS	phenotype_59	0.6811957072311629
Raynaud phenomenon	USES	gene_20	0.7109749705365223
nephritis	PREVENTS	disease_74	0.39832641793132356
chemical_34	ASSOCIATED_WITH	simvastatin	0.44191533925622745
chemical_78	different_from	MMP9	0.6198497365982767
NOS3	PROCESS_OF	gene_68	0.6630063978413892
cardiomyopathy	CAUSES	phenotype_73	0.5051994959665106
IL6	same_as	phenotype_55	0.6369971549986266
angiogenesis	AFFECTS	gene_45	0.5409257920265
phenotype_76	LOCATION_OF	phenotype_33	0.6728692420320246
norepinephrine	higher_than	gene_58	0.5801401954858822
phenotype_39	PREVENTS	caffeic acid	0.4770149425214875
disease_37	same_as	gene_78	0.5714233845068234
chemical_37	OCCURS_IN	disease_80	0.5230143028206091
sclerosis	compared_with	chemical_24	0.4958191661621252
phenotype_78	lower_than	phenotype_84	0.6111867841273289
disease_38	CO-OCCURS_WITH	disease_55	0.5325264074901156
disease_16	same_as	gene_15	0.5714233845068234
phenotype_19	INHIBITS	pancreatitis	0.4970463642234513
gene_80	AFFECTS	chemical_34	0.5146962838297786
phenotype_3	MEASURES	glycosylation	0.6503344106835685
phenotype_41	ASSOCIATED_WITH	sarcoma	0.6517514048299979
gene_45	OCCURS_IN	NFKB1	0.680391352000937
chemical_75	same_as	vitamin C	0.4402758435232168
chemical_77	higher_than	chemical_47	0.4948942938465379
phenotype_41	ASSOCIATED_WITH	disease_20	0.5402759949939324
phenotype_73	lower_than	disease_70	0.5062687513404438
gene_17	different_from	migraine	0.5411612120081127
neuropathy	MEASURES	phenotype_76	0.6175475254376668
